at,userName,score,content
2024-06-02 09:25:22,Ahmad Wafi Abdul,5,nice good
2024-06-02 08:08:30,Abdullah Azizi Alfarizi,1,Kalo barang ada yang tertinggal atau ingin memastikan barang bener tertinggal atau engga minta check rekaman cctv ribet harus buat laporan ke kepolisian. Sekelas KAI aja kalo barang memang tertinggal langsung buat laporan lampirkan ktp sebagai bukti & tanggung jawab pelapor. Padahal customer perlu cepet bener atau engga barang tertinggal.
2024-06-02 05:16:42,Moh Ilham,5,wow
2024-06-02 04:05:56,Reza Algama,1,"Teknik marketing, awal dateng disuruh download app fore coffe biar ada discount 50%. setelah download ternyata menu yg mau di pesen ga ada di app. kecewa parah sih, tipu2."
2024-06-01 01:45:20,Triyanti Aritonang,5,Kopi terEnakkkkkj
2024-06-01 01:12:24,Salmah Nurul Jamilah,5,"The best ini aplikasi dapat diskon terus jadi enak buat nongkrong dan gak perlu antri lama, sering pesen lewat apk trus diambil kesana dan nongkrong disana"
2024-05-31 13:07:27,putri indahsari,5,Pelayanan ny sngt oke bgt
2024-05-31 11:54:38,Yohana Sari,5,minuman dgn rasa yg special
2024-05-30 11:01:06,May Panjaitan,5,gercep.. terimakasih
2024-05-30 00:58:25,anisa sofiya,5,kopinya enakk tempatnya buat wfc juga Rec bgttt. buat sekedar nongkrong juga bisaa
2024-05-29 09:58:36,Cita Purnamasari,5,good
2024-05-28 22:07:28,Azis Muslim,4,Tampilan tidak ada menunya???
2024-05-28 09:38:07,Rikhanatul Jannah,2,Setelah di update aplikasi selalu keluar sendiri
2024-05-28 05:29:26,Bethaa Rahayu,3,katanya bakal dpt voucher birthday tpi punyaku kok gak muncul yaa
2024-05-28 03:53:27,Dhani Pas,1,Ini kenapa setalah di update tidak bisa buka apk fore nya ya?
2024-05-28 03:21:55,Muhammad Ferdi Kurniawan,2,"Baru tadi jam 8 di buka lancar, pas toko buka malah erorr aplikasinya. Kerja programmer nya ngapain aj si dari dulu gini mulu problemnya. Ganti programmer makanya yg lulusan kampus top 3 kalo bisa biar cepet nyelesaiin ni problem. Susah amat buat order via apk"
2024-05-27 23:43:21,Pitri Windas,5,"The best coffee in Indonesia. Aplikasi mudah ga ribet ada sistem poin yang bisa kita tukar dengan free kopi, dll"
2024-05-27 13:00:34,Princes,5,"keren, jdi lebih mudah pesen kopi.. banyak vouchernya"
2024-05-27 09:56:13,Muhammad Rafli,5,No error for now👌🏻
2024-05-27 06:10:30,Andika Dwi,1,"Mau aktivasi pembayaran lewat gopay, tapi kode OTP ga masuk2, udah nyoba berkali-kali dan masih sama, kode ga masuk"
2024-05-26 11:40:47,Syl J,3,Pegawai ny ga ramah
2024-05-25 14:33:24,BUDI ARTOYO,5,Kopi dan variasi rasanya muantap
2024-05-25 09:21:54,BERCO,5,kopi enak
2024-05-25 09:08:35,Nova Septiyadi,5,terbaik ❤️
2024-05-25 08:12:53,Adrian Siswanto,1,kendala trlalu lama
2024-05-25 08:06:45,Fmm23 Mantap,1,Too much problem that last long
2024-05-25 08:02:12,Angga Ginanjar,1,"Aplikasi ga jelas , ga bisa di buka , cuma promosi aja . Nyesel banget download ."
2024-05-25 07:57:32,novriza annisa,5,kenapa eror sih?? mau beli lewat apk jadi gk bisa
2024-05-25 07:54:49,Aldy Perdana,1,"Gimana nih kak bagian by one get one malah gak bisa pesen, segera di perbaikin ya min"
2024-05-25 07:29:22,tri andini,3,"Aplikasi nya ga bisa di buka, ""sedang ada kendala teknis"" gtu terus tolong di perbaiki ya"
2024-05-25 07:28:58,Atri Deliya,4,Apkikasi fore terlalu sering eror..sudah beberpa kali akses dan selalu menemukan aplikasi eror..
2024-05-25 06:22:28,Apriliani Setiyaningrum,1,App error terus gabisa dipake order
2024-05-25 06:19:20,Rifat Fadilah,1,"Kenapa aplikasi nya selalu error ,saya jadi kena marah istri saya"
2024-05-25 06:18:07,Yunita Pratiwi,5,Jaringan terkendala
2024-05-25 05:53:40,Nona Bell,5,Berguna
2024-05-25 05:33:26,Riya D,3,"Setiap ada promo ""hanya di hari ini"" aplikasi lgsg down. Duh capek bgt klo antri.."
2024-05-25 05:31:59,ir mawan,1,Aplikasi sampah
2024-05-25 05:06:06,leni sernanda,1,Nge bug terus aplikasinya pas mau pesen ga bisa payah !! Tingkatin biar ga nge bug terus ya fore
2024-05-25 04:58:59,Mohammad rezza,1,Aplikasi sering eror tidak bisa di gunakan
2024-05-25 04:50:52,Monica Santosa,1,Aplikasinya jelek bangett sering eror lemot
2024-05-24 11:14:37,Yeshua's Princess,2,"Hmm... kirain seperti aplikasi resto/cafe pada umumnya, yang bisa melakukan pembelanjaan offline tapi struk belanja bisa di-scan barcode untuk ngumpulin poin. Kalau di Fore, cuma bisa dapat poin dari belanja online lewat aplikasi aja (offline ga bisa). Masih kurang sih."
2024-05-24 04:32:01,Septian Pratama,5,Mantap
2024-05-23 05:48:56,I Gede Ardiyana,1,"kendala nya dipercepat lah, mau pake aplikasinya skrg malah gabisa!!!!"
2024-05-21 12:21:19,12 Fina Ummah,1,"Track locatio nya jelek banget, udah salah tempat tapi engga bisa di batalin padahal baru saja order dan nominalnya juga lumayan besar. saran aja buat diperbaiki lagi aplikasinyaa"
2024-05-19 11:58:13,agus arka,5,good job mantap
2024-05-19 11:29:27,samuel panjaitan,5,mantap
2024-05-19 06:48:59,Irvie Andhara,5,ok
2024-05-18 10:57:31,Nath Rich,1,"Awalnya oke, jaringan internet oke, lama2, jaringan lemot dan sekarang malah internet dimatikan. @Fore jadi @Hore..lokasi Fore Multatuli Medan..kayaknya akan merambat ke cabang lain....dan setelah komplainan ini masuk Google play, tiba-tiba bisa online..aneh...tapi btw thanks gercep Fore pusat. Bintang ***** lima untuk Anda"
2024-05-17 12:24:43,dnsea detlaf,5,give alok bang
2024-05-17 10:57:29,ariati elly,5,Kopinya mantap
2024-05-17 10:16:25,Basaria br Ambarita,5,lov u forever fore tp bisa lebih murah ga?
2024-05-15 10:05:42,aisyah nur,5,"Pembelian lewat aplikasi fore ini Sangat membantu , Saran ke depan nya bisa di tambahkan Catatan ke dalam menu nya 👋"
2024-05-15 06:35:57,Ravie Al Kautsar,5,"Aplikasi simpel, jelas, padat mantap"
2024-05-15 01:31:35,Meilofani Helen,4,Setiap buka aplikasi selalu update
2024-05-14 18:11:31,Wawan Dharmawan,5,Kenapa aplikasi dana sudah tidak bisa tersambung ke pembayaran? Bisa tidak tambah fitur catatan untuk pesanan biar bisa sesuai selera masing-masing
2024-05-14 06:56:04,Daffa Bagaskara,5,Good
2024-05-13 16:40:12,Afdol Fahmul Rozi,5,Mantap
2024-05-13 13:18:48,Muhammad Idul Fitri,5,woke
2024-05-13 09:55:21,Sheto Haryo Yudhanto,5,056305 coba pake kode referal ini dapet diskon
2024-05-13 05:46:47,Yohanis Hie,5,bagus dan memudahkan
2024-05-12 05:15:14,Harta Kusuma,4,tempat nya asyik dan coffe nya enak dan makanan nya juga
2024-05-11 13:04:17,Tito Budi S,1,Aplikasi lemot! Mau bayar gagal mulu
2024-05-11 00:21:12,Indah Jafar889,4,"Pelayanannya agak lama,sya pesan pick up lewat apk sblm jam stgah 2 tapi info di apknya stgah 3 kopinya baru jadi trus sya kan ceritanya mau prgi kerja krna masukx jam 2 jdi sya ke storenya jam 4 hampir stngah 5 wktu istirahat ternyata smpai distorenya kopinya belum dibuatkan & baristanya kyak org kebingungan. sarannya klau ada yg pesan lwt apk tolong diperhatikan lagi dan agak lebih cepat pelayanannya soalnya sy liat distorenya karyawannya byk tp lambat. Trimaksih"
2024-05-08 16:02:45,Yuli Sartika Rambe,1,Aplikasi ribet!! Udah bagus kebijakan yang lama malah dipersulit kebijakan yg terbaru saat ini. Tolong diperbaiki lagi untuk proses pembayarannya. Terima kasih
2024-05-08 11:57:46,MUHAMMAD FARHAN,4,promonya kurang wah
2024-05-08 03:15:49,Reza Andrian,5,Kopi favorit
2024-05-08 01:19:17,ikwan vega,5,kopi josss enakkk murah
2024-05-06 14:47:26,Brilianto Areza,5,terbaik
2024-05-05 07:36:35,Syunori Jonivan,5,Kopinya enakkk
2024-05-05 05:36:22,vivi rusdiantika,5,terbaik
2024-05-04 12:57:42,rusly setiawan,5,ok
2024-05-01 10:02:07,Messi Tamvan,4,"Aplikasinya bagus, mempermudah kita saat mau pesen. Jdinya gaperlu tunggu lg tinggl lgsg ambil kopinya. Note dr sy sendiri tolongggggg ditambahkan option no sugar di bagian pemilihan sweetness nyaaa. Soalnya option less sweet masih manis bgt buat sy. No ice nya aja ada, masa no sugar nya nda ada."
2024-05-01 04:29:49,Yayang arya,5,Andalan
2024-04-29 10:04:55,Danik Dewi Kusuma,5,not bad
2024-04-29 07:23:36,Irvan Maulana,4,"Sekarang aplikasinya jauh lebih mantap, sayang menu pembayaran pakai Dana hilang..."
2024-04-29 02:40:27,Licu Spregede,2,"Semenjak diupdate, Pembayaran Via Apk pake DANA kenapa sudah tidak ada? Maaf bintang nya saya turunkan."
2024-04-29 02:12:41,Brandon Christoval Uda,5,ok banget
2024-04-28 09:40:48,rohendy michael,1,"Aplikasinya perlu pengembangan agar bisa kasih notes terutama untuk atur tingkat kemanisan minuman. Sebagai contoh, toko fore di Central Park, petugas bahkan tidak tahu 100% manis itu berapa ml hanya bilang sudah dikurangi kalau pesan less sweet. Lalu pas mau adjust sudah langsung ditolak mentah2 meskipun bayar tambahan. Sangat amat tidak flexible. Mungkin bisa belajar dari Starbucks."
2024-04-28 07:54:23,Natra Efina,5,masukkan apk dana donk untuk pembayarannya
2024-04-28 06:23:25,indri swandayani,5,enak banget
2024-04-28 03:59:42,Irgan Nugraha,1,"Gue dah download, malah dah isi 2 akun pay, tp saldo w telat update ke aplikasi ini atau emg gk konek, ribet bgt, hrs konek ke yg lain, aturan bisa saldo sndiri d aplikasinya,"
2024-04-27 05:20:30,Heizzsco Id,3,"coba bisa dikoneksikan ke visa credit Card pembayarannya, jd lbh praktis."
2024-04-26 04:54:04,Mufly Ananda,5,Mantap
2024-04-25 11:39:02,Natanael Wulur,1,PHP promonya
2024-04-24 08:27:20,Yepot Yepot,5,klo bisa di aplikasi bisa tambah kolom catatan spy cust bisa reques di kolom catatan. thx
2024-04-23 12:45:13,Shylla Faril,5,"tq fore,udh kasih free di ultah akiu"
2024-04-23 12:15:29,Van Hendry,5,bagus
2024-04-23 05:51:51,Dani Suratman,5,cozy place
2024-04-22 13:00:55,Eko Pebriyanto,1,Bobrok gabisa pembayaran
2024-04-21 04:41:35,imelda fransisca,5,best
2024-04-20 13:47:25,Andi Ihram,5,memudahkan dan banyak promonyaaa euyy
2024-04-20 12:39:50,Ahmad Nurhidayat,5,oke
2024-04-20 03:33:16,Mas Hudi,3,kenapa tidak bisa melakukan pembayan lewat DANA?
2024-04-19 06:52:12,Plugin Kopi,1,Aplikasi dan operator di Fore Purwokerto itu terBAGONG pakai banget ...... Kasih info sepotong sepotong seharusnya dr awal dijelasin kalau mau niat kerja itu jangan bikin orang bolak balik
2024-04-19 06:27:41,Saharifai 07,5,rekomendasi banget
2024-04-19 01:01:43,Util Sclass,1,Aplikasinya lemot bgt. Mau masuk aplikasi aja gabisa2. Kalah bgt sama aplikasi sebelah yg sat set
2024-04-17 01:45:37,fiyan Lsm,5,"Pelayanannya cepat, baristanya ramah ngasih tau promo apa aja, kopinya enak"
2024-04-17 01:40:50,Oshi Paulina Octav,5,"App fore sangat memudahkan customer, karena fore sebagai pioneer dalam inovasi aplikasi toko kopi daringi"
2024-04-15 06:50:23,Suci Amalia,5,"Suka Banget,, Semua Kopinya Enaakkk"
2024-04-13 03:37:40,elisa yuliana,5,keren aplikasinya fitur lengkap dan banyak promo
2024-04-12 12:19:48,Firdaus Rangga,5,ok
2024-04-12 02:10:47,Elga Izza,5,banyakk promonyaa lebi sukaa beli disiniii!!🫶🏻🫶🏻
2024-04-11 08:27:51,Ayi abdul Kohar,1,"Jngan pesen via delivery juwet driver udah kesana gak di bikinin juga t44ii lah,"
2024-04-11 03:54:11,Rama Kayana,5,Aplikasi yg bagus
2024-04-10 05:26:01,Danu A.T,1,"App tidak siap untuk digunakan, sama sekali tidak berfungsi"
2024-04-09 15:35:54,Dwi Cahya,2,"Aplikasinya cukup membantu di store yg pelayannya memang siap menghadapi pesanan yg banyak. Tp distore tertentu tidak sama sekali. Sorry udh kecewa dgn salah satu store, pesan lewat aplikasi nunggu sampe 1jam lbh tp ttp antrian di lewatin. Dikomenin baru dibuat."
2024-04-09 13:50:26,Acull doank,4,Mantul.. tidak perlu antri pesanan selesai
2024-04-09 07:08:17,Bagus Ra,1,Perhatikan lagi kerja karyawan nya
2024-04-09 06:03:08,Sri Rahayu88,5,kebantu sekali dengan ada aplikasi fore
2024-04-08 18:33:03,ell sky,5,Masih Menjadi aplikasi terbaik namun ada masukan Untuk di tambahkan notes di setiap pesanan..
2024-04-08 12:07:34,fahmi hanafi,5,Very good beverages especially the coffee
2024-04-06 11:52:55,adhamas abp,2,Payah pasif promo
2024-04-05 16:05:05,Anggi Cita Sendy,1,"Pemesanan via delivery tidak kunjung terkirim hingga 2 jam. Tidak ada kolom chat di aplikasi sehingga tidak bisa konfirmasi ke store terkait kendala apa yg terjadi sehingga pesanan tidak kunjung sampai. Ketika akhirnya ambil manual ke store, ternyata pesanan di letakkan begitu saja di meja pick up. Bukan d taruh d kulkas. Di luar kulkas selama 2 jam lebih, tentu es sudah mencair total, sehingga rasanya hambar tidak karuan. Hanya rasa air. Perlu pembenahan di aplikasi maupun SOP penyiapan order."
2024-03-31 13:28:32,Ferry Efendy,1,banyak erornya
2024-03-31 07:51:28,Vidya Nisnaini,5,trims udah hadir di Palangka Raya ❤️
2024-03-29 14:11:08,Muhamad Kelvin M.F,5,mantap banyak diskon
2024-03-29 12:12:33,RoHMaN 007,5,keren lebih memudahkn untuk memesan
2024-03-28 10:13:34,Dina,5,Favorit kopi disini. Via app banyak promonya
2024-03-28 07:44:36,slam Jozz,5,Ngadem nyaman bersama kawan
2024-03-28 05:16:03,Dyorana Permana Putra,5,Mantaapp
2024-03-22 06:19:46,Si6i7 abNazm,5,"Kopinya mantab, harganya juga"
2024-03-21 10:56:02,Faiz Ata,3,aplikasi lag
2024-03-21 07:18:00,DJ Pijey,5,GOOD
2024-03-19 08:57:30,El Cris,1,Mau beli dr aps fore. Padahal jaringan bagus. Tapi waktu mau bayar tidak bisa
2024-03-14 10:41:02,irna lastari,4,banyak promo
2024-03-12 10:53:31,Irsyad Dunnas,5,berharap semoga ada promo promo nya lagi untuk kaum perintis
2024-03-12 07:43:42,putri hema,5,"Kopi artis bukan sembarang kopi, pesan Fore dari aplikasi bnyak promonya 😍😍😍"
2024-03-11 01:11:03,Jamalaily Ramadan,5,"Kadang promonya menarik, kadang engga, tp aplikasinya lumayan membantu dlm memilih dan memesan produk, tengkyu pore"
2024-03-10 12:24:32,Raj Mahotra,5,top
2024-03-10 04:34:52,Herlin Anggreayani,5,kopinya enak bikin nyandu
2024-03-08 16:33:16,Farhatun Nurfitriani,5,2493AE biar diskon 50%
2024-03-08 05:05:46,Devi Anjasrini,5,mantaaap for promoo
2024-03-06 03:13:06,rizka imaniar lutfillah,5,kopi terfavorit
2024-03-05 16:21:59,Vannes,5,"Aplikasinya bagus, simple, mudah digunakan. Banyak promo dan diskon. Aku pake refferal EA9083 waktu itu langsung dpt diskon 50%"
2024-03-05 15:38:13,SUKEFA QD,5,Good coffee. Good aplikasi. N discount top
2024-03-05 04:49:45,Remi Aliyah,5,Kopi fav ku🥳
2024-03-03 08:53:19,Bunga Antyka,1,Saya beli offline butterscotch malah d kasih croissant ga kompeten ya hehe
2024-02-29 13:29:42,D_37_Niken Ayu Rahma Sudarko,5,bagus karena banyak promonya makasih fore
2024-02-28 06:37:15,Salsabila Nurul K.,4,cukup bagus hanya saja ruangan AC tudak terlalu luas dan tidak ada tempat solat
2024-02-28 03:30:14,Hulfi Mirza,1,"Fore Pucang Anom, Pelayanan sangat lambat, sudah menunggu lama. Dan Tidak dipisah antara ojol dan Dine in. Mau minum di tempat aja sampek nunggu 1jam lebih."
2024-02-27 07:06:32,Deswita Ayuningtyas,5,banyak promonya dan aplikasinya pun berjalan dengan baik.
2024-02-26 15:29:01,Fauziyyah,5,"Byk promo, sering"" yaa hehe"
2024-02-25 07:51:58,ivan widyana,5,Fore Margocity pelayanannya baik
2024-02-24 13:52:52,Muhammad Biyan Hidayatulloh,5,Wow
2024-02-22 07:03:38,Amalia Tifani,4,Tolong tambahkan fitur pilihan less coffeenya pas mau pesan kak
2024-02-21 11:24:58,Adm warehouse Btw.,5,Pelayanan sangat baik extraordinary♡
2024-02-20 11:06:50,Mohammad Aksan,5,"kopi nya selalu enakk, pelayanan nya juga baik dan ramahhh. almond croissant nya enak polll. mantapp dahhh."
2024-02-19 13:28:38,ismail mail,5,"Halo kak, kak tolong tambahin metode pembayaran QR/ Debit Kredit card dong, kalau cuma metode pembayaran Dompet digital suka repot harus topup segala macam.. kalau ada pembayaran debit/kredit card kan lebih simpel"
2024-02-18 02:47:39,NADIA Angel Safitri,5,bagus banget
2024-02-16 02:06:30,Eko Prasetyo Yulianto,3,Terlalu sering update
2024-02-15 01:52:01,Yoga Ardian,2,Katanya kalo masukin kode referal dapet diskon udah nglakuin 2x tapi tetep aja tuh
2024-02-14 10:36:44,Abdullah,5,Mantep
2024-02-14 07:18:15,A S,1,"Pesanan saya ga nyampai2 sejam lebih. Mau cancel gabisa. Mau chat cs ga dibales2, otomatis reply mulu."
2024-02-12 07:45:16,Laura Agustine,5,fore coffee my love
2024-02-11 05:24:04,della chalista,5,"Memuaskan, lebih banyak promo dan pelayanan ramah dan cepat!"
2024-02-11 04:59:01,Wili Giok,5,mantap.lah pokoknya
2024-02-10 10:06:58,Sofi Robitoh,5,masa Allah bintang 5 🥰
2024-02-06 04:46:00,Winda Darmawil,5,rasa dan kualitas
2024-02-04 16:50:29,Randy Harly Pandean,1,voucher diskon dari kode referral tidak pernah di dapat
2024-02-04 13:08:13,Stevanus Jordan,5,banyak promo
2024-02-03 14:07:51,Budianto Divio,5,pelayanan cepat..good...
2024-02-03 06:14:15,Ahmad Syafii,5,kopi terenak
2024-02-01 04:22:18,sony brown Marpaung,5,gak ada ukuran jumbo
2024-01-31 06:35:13,Sulfiandi Mappi,5,Mantap
2024-01-28 07:08:46,Muhamad Rizki Purnomo,5,aplikasinya bagus dan banyak promonya
2024-01-26 01:20:25,chici sukses,5,petugas ramah dan sangat membantu customer dalam pemilihan menu..thank you
2024-01-25 01:16:38,Fan Hilmisi,5,ok banyak promo
2024-01-23 13:33:13,Susi Manda,4,kopi nya sll enak
2024-01-22 03:22:44,Erna Swift,2,"Sistem jelek Udh 2x dibatalin kurir. Order dket ampe 1 jam lebih. Mustinya kalo udh dibatalin kurir, uaer bisa pilih kirim pake kurir laen. Lalamove super jelek"
2024-01-21 11:59:06,Ari anto,5,nais drimm
2024-01-16 05:54:47,Yuda Cahya Priyandana,1,jelek tombol hapus akun di android gabisa di pencet udh di centang syarat juga
2024-01-15 10:57:28,Luli Achriyani,5,Peach Amerecano nya enaaaak n segaaar rasanya...
2024-01-15 09:16:33,om baklor,5,mantap
2024-01-15 03:20:18,eka indrawati,5,"order kopi jd lebih mudah, moga diperbanyak diskon nya."
2024-01-14 07:50:04,MUHAMAD LESTARI IRJA,5,"tks for your hospitality , appreciated"
2024-01-14 01:56:01,M. Najib S. Ardavan,5,sejauh in racikan ny stabil
2024-01-13 14:40:48,Farah Rizqiana,4,"Saran buat aplikasi, tolong waktu pesen dikasi kolom note lg dong, biar jika ada request yg lain yg ga tertera di opsi bisa ditulis manual. Terimakasih!"
2024-01-13 04:43:58,ica gustia,5,good
2024-01-10 13:02:41,52 Azhem,1,"Klo bikin aplikasi sediain kurirnya, Gausah dimasukin ke grab, masuknya expres pula cs nya dihubungi pada susah. Nyusahin org ajaa"
2024-01-09 10:08:34,Muhammad Rivo Radhian,5,Nice app foreeeee.. Semoga sukses selalu dan semakin byk promo menariknya..
2024-01-09 06:25:42,shoma rizkifani,5,enakkk
2024-01-09 03:27:18,Slamet Mustofa,5,Sudah bagus syg blm tersedia pembayaran menggunakan debit
2024-01-08 11:44:51,fikrii hardiansyah,5,best coffe
2024-01-08 11:08:13,DWI ADIYANTO,5,baguss bangeey
2024-01-08 05:41:44,St Khadija,5,bagusss banget
2024-01-07 10:00:55,Bunga Fh,5,banyak promo gaes
2024-01-07 04:12:10,Sarah Noviana,5,tolong adain kolom note. biar pas pesan bs tulis requestan.
2024-01-04 09:24:09,Ichul Damar,1,"Tidak sopan,, barista di mall panakukang tidak sopan dan kurang ajar,, pesanan saya tidak sesuai yg saya pesan di kasir,, minta di ganti tp barista nya marah2 dan katanya nanti rugi klo di ganti,, bikin rugi,, tolong pihak forekopi di tindak oknum tersebut,, saya telah jadi korban barista yg kurang ajar Saya konsumen merasa di rugi kn,, apa lagi antrian nya lama ."
2024-01-03 10:16:53,Andre Bagus,3,Gimana ini sih mau kaitkan deng pembayaran sopi. Bolak balik eror mulu
2024-01-03 06:39:45,12 - Daniel Manatap Lumban Tobing,5,Disuruh temen saya download
2024-01-01 13:57:54,Annisa Zahra Suwandi,5,good
2023-12-31 10:42:29,muhammad alvie zaimuddin,5,"saya suka aplikasi nya, user friendly."
2023-12-31 10:06:23,My Anungrah 4A,5,Kopinya mantaaap!!!
2023-12-31 08:56:01,rahayu puji astuti,5,recommended 👍
2023-12-31 07:27:13,Muhammad Fajri,5,sangat mudah sekali
2023-12-31 07:15:20,Dominicfau Nias,5,😁
2023-12-31 04:17:05,Fitrianingsih,5,"Fore favoritkuu, baristanya ramah dan murah senyum😍"
2023-12-29 05:57:31,Zenita Hasanah,1,Pelayanan fore cofee Sunter mall buruk kalau promo encer saya beli kopi buka air tawar warna kopi barista nya .. a.n prini Kusuma kaca mata dan SVP tidak di sopan tolong di perbaikn kualitas anda
2023-12-28 02:38:25,inez arindya,5,"Banyak promonya, kopinya enak"
2023-12-26 23:28:26,Ivo Paypal,1,ko bikin lah khusus pulau tertentu. masa estimasi pengantaran 1.400 menit. 1.010km. batuk tu motor driver yg ngnter.
2023-12-26 04:09:49,Ina Prameswary,5,terbaik
2023-12-25 05:12:29,Rico Konyek,5,andalan
2023-12-25 03:52:42,Anwar Saputro,5,"mantab, banyak diskon"
2023-12-24 08:18:27,Raga -,5,"Disuruh instal tapi tidak bisa dibuka, error, sekarang sdh bisa, tidak pesan karena metode pembayaran tidak ditemukan, tolong benerin dulu aplikasinya baru ajak orang untuk instal"
2023-12-23 03:14:38,Lockhart Tifa,3,Setelah update versi terbaru malah suka error' aplikasi nya.. Hhuufffft.. 🥱
2023-12-23 02:43:29,Hendry Kurniawan,1,Pelayanan mengecewakan ..rasa mengecewakan...Tidak meromendasikan minum di t4 yg sombong ...angkuh...pelayanan buruk ..jg di segi rasa
2023-12-22 05:40:14,dicky syahrul,5,aplikasinya mudah dipahami dimengerti
2023-12-20 14:48:25,Joy,1,Tolong perbaikan pelayanan nya kurang ajar mulut nya a.n Barista Prin Kusuma kaca mata fore coffee Sunter mall saya castomer sampah beli kalau promo doang sudah encer saya beli kopi bukan bajigur.. ko beda rasa nya klau tidak promo tolong perbaikan nya klau perlu. Batista yg tidak proporsional di ganti sama yg propesonal
